Symbol,Name,Country,Sector,Industry
PSA^P,Public Storage Depositary Shares Each Representing 1/1000 of a 4.000% Cumulative Preferred Share of Bene cial Interest Series P,United States,,
PSA^Q,Public Storage Depositary Shares Each Representing 1/1000 of a 3.950% Cumulative Preferred Share of Beneficial Interest Series Q par value $0.01 per share,United States,,
PSA^R,Public Storage Depositary Shares Each Representing 1/1000 of a 4.00% Cumulative Preferred Share of Bene cial Interest Series R,United States,,
PSA^S,Public Storage Depositary Shares Each Representing 1/1000 of a 4.100% Cumulative Preferred Share of Beneficial Interest Series S,United States,,
PSB^X,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 5.25% Cumulative Preferred Stock Series X,United States,,
PSB^Y,PS Business Parks Inc. 5.20% Cumulative Preferred Stock Series Y,United States,,
PSB^Z,PS Business Parks Inc. Depositary Shares Each Representing 1/1000 of a Share of 4.875% Cumulative Preferred Stock Series Z  par value $0.01 per share,United States,,
PSEC^A,Prospect Capital Corporation 5.35% Series A Fixed Rate Cumulative Perpetual Preferred Stock,United States,,
PSF,Cohen & Steers Select Preferred and Income Fund Inc. Common Stock,,Finance,Investment Managers
PSFE,Paysafe Limited Common Shares,,Consumer Discretionary,Business Services
PSN,Parsons Corporation Common Stock,,Industrials,Industrial Machinery/Components
PSO,Pearson Plc Common Stock,United Kingdom,Consumer Discretionary,Books
PSPC,Post Holdings Partnering Corporation Series A Common Stock,,Industrials,Consumer Electronics/Appliances
PSTG,Pure Storage Inc. Class A Common Stock,,Technology,Electronic Components
PSTL,Postal Realty Trust Inc. Class A Common Stock,,Real Estate,Real Estate Investment Trusts
PSX,Phillips 66 Common Stock,United States,Energy,Integrated oil Companies
PTA,Cohen & Steers Tax-Advantaged Preferred Securities and Income Fund Common Shares of Beneficial Interest,,Finance,Trusts Except Educational Religious and Charitable
PTY,Pimco Corporate & Income Opportunity Fund,United States,Finance,Investment Managers
PUK,Prudential Public Limited Company Common Stock,United Kingdom,Finance,Life Insurance
PUMP,ProPetro Holding Corp. Common Stock,United States,Energy,Oilfield Services/Equipment
PVH,PVH Corp. Common Stock,United States,,
PVL,Permianville Royalty Trust Trust Units ,United States,Energy,Oil & Gas Production
PWR,Quanta Services Inc. Common Stock,United States,Industrials,Engineering & Construction
PWSC,PowerSchool Holdings Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
PX,P10 Inc. Class A Common Stock,United States,Finance,Investment Managers
PXD,Pioneer Natural Resources Company Common Stock,United States,Energy,Oil & Gas Production
PYN,PIMCO New York Municipal Income Fund III Common Shares of Beneficial Interest,United States,Finance,Investment Managers
PYT,PPlus Tr GSC-2 Tr Ctf Fltg Rate,United States,,
PZC,PIMCO California Municipal Income Fund III Common Shares of Beneficial Interest,United States,Finance,Investment Managers
QBTS,D-Wave Quantum Inc. Common Shares,,Technology,Retail: Computer Software & Peripheral Equipment
QD,Qudian Inc. American Depositary Shares each representing one Class A Ordinary Share,China,Technology,Computer Software: Prepackaged Software
QFTA,Quantum FinTech Acquisition Corporation Common Stock,,Industrials,Consumer Electronics/Appliances
QGEN,Qiagen N.V. Common Shares ,Netherlands,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QS,QuantumScape Corporation Class A Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
QSR,Restaurant Brands International Inc. Common Shares,Canada,,
QTWO,Q2 Holdings Inc. Common Stock,,Technology,EDP Services
QUAD,Quad Graphics Inc Class A Common Stock,United States,Consumer Discretionary,Recreational Games/Products/Toys
QUOT,Quotient Technology Inc. Common Stock,,Consumer Discretionary,Advertising
QVCC,QVC Inc. 6.250% Senior Secured Notes due 2068,United States,,
QVCD,QVC Inc. 6.375% Senior Secured Notes due 2067,United States,,
R,Ryder System Inc. Common Stock,United States,Consumer Discretionary,Rental/Leasing Companies
RA,Brookfield Real Assets Income Fund Inc. Common Stock,,Finance,Investment Managers
RAAS,Cloopen Group Holding Limited American Depositary Shares each representing two Class A Ordinary Shares,,Technology,Computer Software: Prepackaged Software
RACE,Ferrari N.V. Common Shares,,Consumer Discretionary,Auto Manufacturing
RAD,Rite Aid Corporation Common Stock,United States,Consumer Staples,Retail-Drug Stores and Proprietary Stores
RAMP,LiveRamp Holdings Inc. Common Stock,United States,Technology,EDP Services
RBA,Ritchie Bros. Auctioneers Incorporated Common Stock,Canada,,
RBC,RBC Bearings Incorporated Common Stock,United States,Industrials,Metal Fabrications
RBCP,RBC Bearings Incorporated 5.00% Series A Mandatory Convertible Preferred Stock,United States,Industrials,Metal Fabrications
RBLX,Roblox Corporation Class A Common Stock,United States,Technology,EDP Services
RBOT,Vicarious Surgical Inc. Class A Common Stock,Hong Kong,Health Care,Medical Specialities
RBT,Rubicon Technologies Inc. Class A Common Stock,,Technology,EDP Services
RC,Ready Capital Corproation Common Stock,United States,Real Estate,Real Estate Investment Trusts
RC^C,Ready Capital Corporation 6.25% Series C Cumulative Convertible Preferred Stock,United States,,
RC^E,Ready Capital Corporation 6.50% Series E Cumulative Redeemable Preferred Stock,United States,,
RCA,Ready Capital Corporation 7.00% Convertible Senior Notes due 2023,United States,Real Estate,Real Estate Investment Trusts
RCB,Ready Capital Corporation 6.20% Senior Notes due 2026,United States,,
RCC,Ready Capital Corporation 5.75% Senior Notes due 2026,United States,Finance,Finance Companies
RCFA,RCF Acquisition Corp. Class A Ordinary Shares,,Finance,Business Services
RCI,Rogers Communication Inc. Common Stock,Canada,,
RCL,D/B/A Royal Caribbean Cruises Ltd. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
RCS,PIMCO Strategic Income Fund Inc.,United States,Finance,Investment Managers
RCUS,Arcus Biosciences Inc. Common Stock,,Health Care,Biotechnology: Pharmaceutical Preparations
RDN,Radian Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
RDW,Redwire Corporation Common Stock,United States,Industrials,Aerospace
RDY,Dr. Reddy's Laboratories Ltd Common Stock,India,Health Care,Biotechnology: Pharmaceutical Preparations
RE,Everest Re Group Ltd. Common Stock,Bermuda,Finance,Property-Casualty Insurers
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),United Kingdom,Consumer Discretionary,Business Services
RENN,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares,China,Technology,EDP Services
RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),,Consumer Discretionary,Other Specialty Stores
RES,RPC Inc. Common Stock,United States,Energy,Oilfield Services/Equipment
REVG,REV Group Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
REX,REX American Resources Corporation,United States,Industrials,Major Chemicals
REXR,Rexford Industrial Realty Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
REXR^B,Rexford Industrial Realty Inc. 5.875% Series B Cumulative Redeemable Preferred Stock,United States,,
REXR^C,Rexford Industrial Realty Inc. 5.625% Series C Cumulative Redeemable Preferred Stock par value $0.01 per share,United States,,
REZI,Resideo Technologies Inc. Common Stock ,,Technology,Security Systems Services
RF,Regions Financial Corporation Common Stock,United States,Finance,Major Banks
RF^B,Regions Financial Corporation Depositary Shares Representing 1/40th Perpetual Preferred Series B,United States,,
RF^C,Regions Financial Corporation Depositary Shares each Representing a 1/40th Interest in a  Share of 5.700% Fixed-to-Floating Rate Non-Cumulative  Perpetual Preferred Stock Series C,United States,,
RF^E,Regions Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.45% Non-Cumulative Perpetual Preferred Stock Series E,United States,,
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,United States,Finance,Investment Managers
RFL,Rafael Holdings Inc. Class B Common Stock,United States,Real Estate,Real Estate
RFM,RiverNorth Flexible Municipal Income Fund Inc. Common Stock,,Finance,Finance/Investors Services
RFMZ,RiverNorth Flexible Municipal Income Fund II Inc. Common Stock,,Finance,Trusts Except Educational Religious and Charitable
RFP,Resolute Forest Products Inc. Common Stock,Canada,Basic Materials,Paper
RGA,Reinsurance Group of America Incorporated Common Stock,United States,Finance,Life Insurance
RGR,Sturm Ruger & Company Inc. Common Stock,United States,,
RGS,Regis Corporation Common Stock,United States,,
RGT,Royce Global Value Trust Inc. Common Stock,,Finance,Trusts Except Educational Religious and Charitable
RH,RH Common Stock,United States,Consumer Discretionary,Other Specialty Stores
RHI,Robert Half International Inc. Common Stock,United States,Consumer Discretionary,Diversified Commercial Services
RHP,Ryman Hospitality Properties Inc. (REIT),United States,Real Estate,Real Estate Investment Trusts
RIG,Transocean Ltd (Switzerland) Common Stock,Switzerland,Energy,Oil & Gas Production
RIO,Rio Tinto Plc Common Stock,Australia,Basic Materials,Metal Mining
RITM,Rithm Capital Corp. Common Stock,United States,Real Estate,Real Estate Investment Trusts
RITM^A,Rithm Capital Corp. 7.50% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
RITM^B,Rithm Capital Corp. 7.125% Series B Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
RITM^C,Rithm Capital Corp. 6.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,United States,,
RITM^D,Rithm Capital Corp. 7.00% Fixed-Rate Reset Series D Cumulative Redeemable Preferred Stock,United States,,
RIV,RiverNorth Opportunities Fund Inc. Common Stock,,Finance,Finance Companies
RIV^A,RiverNorth Opportunities Fund Inc. 6.00% Series A Perpetual Preferred Stock,,,
RJAC,Jackson Acquisition Company Class A Common Stock,,Industrials,Consumer Electronics/Appliances
RJF,Raymond James Financial Inc. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
RJF^A,Raymond James Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 6.75% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,United States,,
RJF^B,Raymond James Financial Inc. Depositary Shares each representing a 1/40th interest in a share of 6.375% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,United States,,
RKLY,Rockley Photonics Holdings Limited Ordinary Shares,,Technology,Semiconductors
RKT,Rocket Companies Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
RKTA,Rocket Internet Growth Opportunities Corp. Class A Ordinary Shares,,Finance,Business Services
RL,Ralph Lauren Corporation Common Stock,United States,Consumer Discretionary,Apparel
RLI,RLI Corp. Common Stock (DE),United States,Finance,Property-Casualty Insurers
RLJ,RLJ Lodging Trust Common Shares of Beneficial Interest $0.01 par value,United States,Real Estate,Real Estate Investment Trusts
RLJ^A,RLJ Lodging Trust $1.95 Series A Cumulative Convertible  Preferred Shares,United States,,
RLTY,Cohen & Steers Real Estate Opportunities and Income Fund Common Shares of Beneficial Interest,,Finance,Investment Managers
RLX,RLX Technology Inc. American Depositary Shares each representing the right to receive one (1) Class A ordinary share,,Health Care, Medicinal Chemicals and Botanical Products 
RM,Regional Management Corp. Common Stock,United States,Finance,Finance: Consumer Services
RMAX,RE/MAX Holdings Inc. Class A Common Stock,,Finance,Real Estate
RMD,ResMed Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,,Finance,Finance/Investors Services
RMM,RiverNorth Managed Duration Municipal Income Fund Inc. Common Stock,,Finance,Trusts Except Educational Religious and Charitable
RMMZ,RiverNorth Managed Duration Municipal Income Fund II Inc. Common Stock,,Finance,Investment Managers
RMPL^,RiverNorth Capital and Income Fund 5.875%% Series A Term Preferred Stock $0.0001 par value per share,,,
RMT,Royce Micro-Cap Trust Inc. Common Stock,United States,Finance,Investment Managers
RNG,RingCentral Inc. Class A Common Stock,,Technology,EDP Services
RNGR,Ranger Energy Services Inc. Class A Common Stock,United States,Energy,Oilfield Services/Equipment
RNP,Cohen & Steers REIT and Preferred and Income Fund Inc. Common Shares,United States,Finance,Investment Managers
RNR,RenaissanceRe Holdings Ltd. Common Stock,Bermuda,Finance,Property-Casualty Insurers
RNR^F,RenaissanceRe Holdings Ltd. Depositary Shares each Representing a 1/1000th Interest in a 5.750% Series F Preference Share,Bermuda,,
RNR^G,RenaissanceRe Holdings Ltd. Depositary Shares each representing a 1/1000th interest in a share of 4.20% Series G Preference Shares,Bermuda,,
ROG,Rogers Corporation Common Stock,United States,Technology,Industrial Machinery/Components
ROK,Rockwell Automation Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
ROL,Rollins Inc. Common Stock,United States,Consumer Discretionary,Industrial Specialties
RONI,Rice Acquisition Corp. II Class A Ordinary Shares,,Finance,Business Services
ROP,Roper Technologies Inc. Common Stock,United States,Industrials,Office Equipment/Supplies/Services
ROSS,Ross Acquisition Corp II Class A Ordinary Shares,,Finance,Business Services
RPM,RPM International Inc. Common Stock,United States,Consumer Discretionary,Paints/Coatings
RPT,RPT Realty Common Stock,United States,Real Estate,Real Estate Investment Trusts
RPT^D,RPT Realty 7.25% ,United States,,
RQI,Cohen & Steers Quality Income Realty Fund Inc Common Shares,United States,Finance,Trusts Except Educational Religious and Charitable
RRAC,Rigel Resource Acquisition Corp. Class A Ordinary Shares,,Finance,Business Services
RRC,Range Resources Corporation Common Stock,United States,Energy,Oil & Gas Production
RRX,Regal Rexnord Corporation Common Stock,United States,Consumer Discretionary,Metal Fabrications
RS,Reliance Steel & Aluminum Co. Common Stock (DE),United States,Industrials,Steel/Iron Ore
RSF,RiverNorth Capital and Income Fund Common Stock,,Finance,Investment Managers
RSG,Republic Services Inc. Common Stock,United States,Utilities,Environmental Services
RSI,Rush Street Interactive Inc. Class A Common Stock,,Consumer Discretionary,Services-Misc. Amusement & Recreation
RSKD,Riskified Ltd. Class A Ordinary Shares,,Technology,EDP Services
RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),,Consumer Discretionary,Business Services
RTX,Raytheon Technologies Corporation Common Stock,United States,Industrials,Military/Government/Technical
RVLV,Revolve Group Inc. Class A Common Stock,,Consumer Discretionary,Catalog/Specialty Distribution
RVT,Royce Value Trust Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
RWT,Redwood Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
RXO,RXO Inc. Common Stock,,,
RY,Royal Bank Of Canada Common Stock,Canada,,
RY^T,Royal Bank Of Canada 6.750% Fixed Rate/Floating Rate Noncumulative First Preferred Shares Series C-2,Canada,,
RYAM,Rayonier Advanced Materials Inc. Common Stock,United States,Industrials,Industrial Specialties
RYAN,Ryan Specialty Holdings Inc. Class A Common Stock,,,
RYI,Ryerson Holding Corporation Common Stock,United States,Industrials,Office Equipment/Supplies/Services
RYN,Rayonier Inc. REIT Common Stock,United States,Real Estate,Real Estate Investment Trusts
RZB,Reinsurance Group of America Incorporated 5.75% Fixed-To-Floating Rate Subordinated Debentures due 2056,United States,Finance,Life Insurance
RZC,Reinsurance Group of America Incorporated 7.125% Fixed-Rate Reset Subordinated Debentures due 2052,United States,,
S,SentinelOne Inc. Class A Common Stock,United States,Technology,EDP Services
SA,Seabridge Gold Inc. Ordinary Shares (Canada),Canada,,
SAFE,Safehold Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SAH,Sonic Automotive Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION Common Stock,,Technology,EDP Services
SAJ,Saratoga Investment Corp 8.00% Notes due 2027,United States,Finance,Finance Companies
SAM,Boston Beer Company Inc. (The) Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
SAN,Banco Santander S.A. Sponsored ADR (Spain),Spain,Finance,Commercial Banks
SAND          ,Sandstorm Gold Ltd. Ordinary Shares (Canada),Canada,,
SAP,SAP  SE ADS,Germany,Technology,Computer Software: Prepackaged Software
SAR,Saratoga Investment Corp New,United States,Finance,Investment Managers
SAT,Saratoga Investment Corp 6.00% Notes due 2027,United States,Finance,Finance Companies
SAVE,Spirit Airlines Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
SAY,Saratoga Investment Corp 8.125% Notes due 2027,United States,Finance,Finance Companies
SB,Safe Bulkers Inc Common Stock ($0.001 par value),Monaco,Consumer Discretionary,Marine Transportation
SB^C,Safe Bulkers Inc Cumulative Redeemable Perpetual Preferred Series C (Marshall Islands),Monaco,,
SB^D,Safe Bulkers Inc Perpetual Preferred Series D (Marshall Islands),Monaco,,
SBBA,Scorpio Tankers Inc. 7.00% Senior Notes due 2025,Monaco,Consumer Discretionary,Marine Transportation
SBH,Sally Beauty Holdings Inc. (Name to be changed from Sally Holdings Inc.) Common Stock,United States,Miscellaneous,Diversified Commercial Services
SBI,Western Asset Intermediate Muni Fund Inc Common Stock,United States,Finance,Finance/Investors Services
SBOW,SilverBow Resorces Inc. Common Stock,,Energy,Oil & Gas Production
SBR,Sabine Royalty Trust Common Stock,United States,Energy,Oil & Gas Production
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),Brazil,Utilities,Water Supply
SBSW,D/B/A Sibanye-Stillwater Limited ADS,,Basic Materials,Precious Metals
SCCO,Southern Copper Corporation Common Stock,United States,Basic Materials,Metal Mining
SCD,LMP Capital and Income Fund Inc. Common Stock,United States,Finance,Trusts Except Educational Religious and Charitable
SCE^G,SCE Trust II Trust Preferred Securities,United States,,
SCE^H,SCE Trust III Fixed/Floating Rate Trust Preference Securities,United States,,
SCE^J,Southern California Edison Company 5.375% Fixed-to-Floating Rate Trust Preference Securities,United States,,
SCE^K,Southern California Edison Company 5.45% Fixed-to-Floating Rate Trust Preference Securities,United States,,
SCE^L,SCE TRUST VI,United States,,
SCHW,Charles Schwab Corporation (The) Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SCHW^D,The Charles Schwab Corporation Depositary Shares each representing 1/40th interest in a share of 5.95% Non-Cumulative Perpetual Preferred Stock Series D,United States,,
SCHW^J,The Charles Schwab Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 4.450% Non-Cumulative Perpetual Preferred Stock Series J,United States,,
SCI,Service Corporation International Common Stock,United States,Consumer Discretionary,Other Consumer Services
SCL,Stepan Company Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
SCM,Stellus Capital Investment Corporation Common Stock,United States,Finance,Finance/Investors Services
SCS,Steelcase Inc. Common Stock,United States,Consumer Discretionary,Office Equipment/Supplies/Services
SCU,Sculptor Capital Management Inc. Class A Common Stock,United States,Finance,Investment Managers
SCUA,Sculptor Acquisition Corp I Class A Ordinary Shares,,Finance,Business Services
SCX,L.S. Starrett Company (The) Common Stock,United States,Consumer Discretionary,Home Furnishings
SD,SandRidge Energy Inc. Common Stock,,Energy,Oil & Gas Production
SDHY,PGIM Short Duration High Yield Opportunities Fund Common Shares,,Finance,Finance/Investors Services
SDRL,Seadrill Limited Common Shares,,,
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,United States,Technology,Computer Software: Prepackaged Software
SEAL^A,Seapeak LLC 9.00% Series A Cumulative Redeemable Perpetual Preferred Units,Bermuda,,
SEAL^B,Seapeak LLC 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,Bermuda,,
SEAS,SeaWorld Entertainment Inc. Common Stock,United States,Consumer Discretionary,Movies/Entertainment
SEDA,SDCL EDGE Acquisition Corporation Class A Ordinary Shares,,Finance,Business Services
SEE,Sealed Air Corporation Common Stock,United States,Industrials,Containers/Packaging
SEM,Select Medical Holdings Corporation Common Stock,United States,Health Care,Hospital/Nursing Management
SEMR,SEMrush Holdings Inc. Class A Common Stock,,Technology,EDP Services
SES,SES AI Corporation Class A Common Stock,,Consumer Discretionary,Auto Parts:O.E.M.
SF,Stifel Financial Corporation Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SF^B,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th  Interest in a Share of 6.25% Non-Cumulative  Preferred Stock Series B,United States,,
SF^C,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 6.125% Non Cumulative Preferred Stock Series C,United States,,
SF^D,Stifel Financial Corporation Depositary Shares Each Representing 1/1000th Interest in a Share of 4.50% Non-Cumulative Preferred Stock Series D,United States,,
SFB,Stifel Financial Corporation 5.20% Senior Notes due 2047,United States,Finance,Investment Bankers/Brokers/Service
SFBS,ServisFirst Bancshares Inc. Common Stock,United States,Finance,Major Banks
SFL,SFL Corporation Ltd,Bermuda,Consumer Discretionary,Marine Transportation
SG,Sweetgreen Inc. Class A Common Stock,,Consumer Discretionary,Restaurants
SGFY,Signify Health Inc. Class A Common Stock,,Technology,Retail: Computer Software & Peripheral Equipment
SGHC,Super Group (SGHC) Limited Ordinary Shares,,Consumer Discretionary,Services-Misc. Amusement & Recreation
SGU,Star Group L.P. Common Stock,United States,Utilities,Oil Refining/Marketing
SHAK,Shake Shack Inc. Class A Common Stock,United States,Consumer Discretionary,Restaurants
SHAP,Spree Acquisition Corp. 1 Limited Class A Ordinary Shares,,Finance,Business Services
SHEL,Royal Dutch Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,Netherlands,Energy,Oil & Gas Production
SHG,Shinhan Financial Group Co Ltd American Depositary Shares,South Korea,Finance,Major Banks
SHO,Sunstone Hotel Investors Inc. Sunstone Hotel Investors Inc. Common Shares,United States,Real Estate,Real Estate Investment Trusts
SHO^H,Sunstone Hotel Investors Inc. 6.125% Series H Cumulative Redeemable Preferred Stock,United States,,
SHO^I,Sunstone Hotel Investors Inc. 5.70% Series I Cumulative Redeemable Preferred Stock,United States,,
SHOP,Shopify Inc. Class A Subordinate Voting Shares,Canada,,
SHPW,Shapeways Holdings Inc. Common Stock,,Industrials,Industrial Machinery/Components
SHW,Sherwin-Williams Company (The) Common Stock,United States,Consumer Discretionary,Paints/Coatings
SI,Silvergate Capital Corporation Class A Common Stock,United States,,
SI^A,Silvergate Capital Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,
SID,Companhia Siderurgica Nacional S.A. Common Stock,Brazil,Industrials,Steel/Iron Ore
SIG,Signet Jewelers Limited Common Shares,Bermuda,Consumer Discretionary,Consumer Specialties
SII,Sprott Inc. Common Shares,,,
SIRE,Sisecam Resources LP Common Units representing limited partner interests,,Industrials,Specialty Chemicals
SITC,SITE Centers Corp. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SITC^A,SITE Centers Corp. 6.375% Class A Preferred Shares,United States,,
SITE,SiteOne Landscape Supply Inc. Common Stock,United States,,
SIX,Six Flags Entertainment Corporation New Common Stock,United States,Consumer Discretionary,Movies/Entertainment
SJI,South Jersey Industries Inc. Common Stock,United States,Utilities,Oil/Gas Transmission
SJIJ,South Jersey Industries Inc. 5.625% Junior Subordinated Notes due 2079,United States,Utilities,Oil/Gas Transmission
SJIV,South Jersey Industries Inc. Corporate Units,United States,Utilities,Oil/Gas Transmission
SJM,J.M. Smucker Company (The) New Common Stock,United States,Consumer Staples,Packaged Foods
SJR,Shaw Communications Inc. Common Stock,Canada,,
SJT,San Juan Basin Royalty Trust Common Stock,United States,Energy,Oil & Gas Production
SJW,SJW Group Common Stock (DE),United States,Utilities,Water Supply
SKE,Skeena Resources Limited Common Shares,,,
SKIL,Skillsoft Corp. Class A Common Stock,,Consumer Discretionary,Diversified Commercial Services
SKLZ,Skillz Inc. Class A Common Stock,,Technology,EDP Services
SKM,SK Telecom Co. Ltd. Common Stock,South Korea,Telecommunications,Telecommunications Equipment
SKT,Tanger Factory Outlet Centers Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SKX,Skechers U.S.A. Inc. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
SKY,Skyline Champion Corporation Common Stock,United States,Consumer Discretionary,Homebuilding
SLB,Schlumberger N.V. Common Stock,France,Energy,Oilfield Services/Equipment
SLCA,U.S. Silica Holdings Inc. Common Stock,United States,Industrials,Metal Fabrications
SLF,Sun Life Financial Inc. Common Stock,Canada,Consumer Discretionary,Advertising
SLG,SL Green Realty Corp Common Stock,United States,Real Estate,Real Estate Investment Trusts
SLG^I,SL Green Realty Corporation Preferred Series I,United States,,
SLGN,Silgan Holdings Inc. Common Stock,United States,Industrials,Containers/Packaging
SLQT,SelectQuote Inc. Common Stock,,Finance,Specialty Insurers
SLVM,Sylvamo Corporation Common Stock,United States,Consumer Staples,Paper
SM,SM Energy Company Common Stock,United States,Energy,Oil & Gas Production
SMAR,Smartsheet Inc. Class A Common Stock,United States,Technology,EDP Services
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),Japan,Finance,Commercial Banks
SMG,Scotts Miracle-Gro Company (The) Common Stock,United States,Industrials,Agricultural Chemicals
SMHI,SEACOR Marine Holdings Inc. Common Stock ,,Consumer Discretionary,Marine Transportation
SMLP,Summit Midstream Partners LP Common Units Representing Limited Partner Interests,United States,Energy,Oilfield Services/Equipment
SMP,Standard Motor Products Inc. Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
SMR,NuScale Power Corporation Class A Common Stock,,Industrials,Electrical Products
SMRT,SmartRent Inc. Class A Common Stock,United States,Technology,EDP Services
SMWB,Similarweb Ltd. Ordinary Shares,,Technology,Computer Software: Programming Data Processing
SNA,Snap-On Incorporated Common Stock,United States,Consumer Discretionary,Diversified Manufacture
SNAP,Snap Inc. Class A Common Stock,United States,Technology,Internet and Information Services
SNDA,Sonida Senior Living Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
SNDR,Schneider National Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
SNN,Smith & Nephew SNATS Inc. Common Stock,United Kingdom,Health Care,Industrial Specialties
SNOW,Snowflake Inc. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SNV,Synovus Financial Corp. Common Stock,United States,Finance,Major Banks
SNV^D,Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series D Liquation Preference $25.00 per Share,United States,,
SNV^E,Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series E,United States,,
SNX,TD SYNNEX Corporation Common Stock,United States,Consumer Discretionary,Electronics Distribution
SO,Southern Company (The) Common Stock,United States,Utilities,Power Generation
SOI,Solaris Oilfield Infrastructure Inc. Class A Common Stock,United States,Industrials,Metal Fabrications
SOJC,Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1 2077,United States,Utilities,Power Generation
SOJD,Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30 2080,United States,Utilities,Power Generation
SOJE,Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15 2060,United States,Utilities,Electric Utilities: Central
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),China,Technology,Semiconductors
SON,Sonoco Products Company Common Stock,United States,Industrials,Containers/Packaging
SONX,Sonendo Inc. Common Stock,,Health Care,Medical/Dental Instruments
SONY,Sony Group Corporation American Depositary Shares ,Japan,Consumer Staples,Consumer Electronics/Appliances
SOR,Source Capital Inc. Common Stock,United States,Finance,Investment Managers
SOS,SOS Limited American Depositary Shares,,Finance,Finance: Consumer Services
SPB,Spectrum Brands Holdings Inc. Common Stock,United States,,
SPCE,Virgin Galactic Holdings Inc. Common Stock,,Industrials,Consumer Electronics/Appliances
SPE,Special Opportunities Fund Inc Common Stock,United States,Finance,Finance/Investors Services
SPE^C,Special Opportunities Fund Inc. 2.75% Convertible Preferred Stock Series C,United States,,
SPG,Simon Property Group Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SPG^J,Simon Property Group Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock,United States,,
SPGI,S&P Global Inc. Common Stock,United States,Finance,Advertising
SPH,Suburban Propane Partners L.P. Common Stock,United States,Utilities,Other Specialty Stores
